maritime_area,registration_number,imo_number,ship_name,callsign,mmsi,shiptype,length,tonnage,tonnage_unit,materiel_onboard,atis_code,radio_license_status,date_first_license,date_inactivity_license
CC,683666R,,ETOILE POLAIRE III,FHQP,227525000,FISHING,15.02,32,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - SATELLITE MINI C - RADAR 9 PAN (BANDE X),,ACTIVE,13/01/1988,
NO,707484E,,MARE LIBERUM,FVHW,227426000,FISHING,20.8,73.64,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,24/10/1988,
LO,614315J,,MORGANE,FUJH,227984000,FISHING,19.5,49.95,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,02/01/1984,
YE,424710S,,MYOSOTIS,FPMG,227584000,FISHING,22.59,80.19,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,01/08/1980,
MX,162439P,,MARY MORGANE,FT2623,227640190,FISHING,10,9.98,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,11/01/1983,
GV,424712U,,JUDINE,FPMI,227577000,FISHING,22.09,78.62,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - DIVERS,,ACTIVE,01/08/1980,
BR,732555F,,BLEIZ MOR 2,FG4407,227654220,FISHING,10.97,14.64,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,INACTIVE,29/06/1989,07/02/2017
CH,517520X,,YANN FREDERIC,FPNR,226198000,FISHING,15.3,29.94,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X),,ACTIVE,01/01/1980,
SN,691948T,,MARILUDE II,FHUZ,227355000,FISHING,20.2,49.72,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,09/02/1988,
GV,407041L,,NIAGARA,FO3871,227318040,FISHING,15.5,29.85,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,02/01/1985,
LR,579453R,,RUPELLA,FUNH,228958000,FISHING,16.31,29.89,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,05/02/1983,
CC,635474H,,MARGRITIC,FN7199,227685830,FISHING,14.3,22.5,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,30/05/1984,
SN,691713M,,MARY CHRISTO II,FHZE,228288000,FISHING,19.5,59.6,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,22/02/1988,
LS,715569T,,ABRI DU MARIN,FI4474,227319490,FISHING,11.97,19.99,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,09/05/1988,
CC,683685L,,DESPERADO,FVFQ,228312000,FISHING,15.25,67,UMS,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - DIVERS,,ACTIVE,04/07/1988,
MX,383082U,,KELOU MAD,FTWF,227811000,FISHING,17.97,46.9,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,01/09/1978,
CN,720490S,,SANDRA KEVIN DYLAN,FI9094,227316550,FISHING,11.99,19.95,TX,VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,26/01/1989,
NO,661475V,,L'OISEAU DES TEMPETES,FHGL,227808000,FISHING,15.27,31.43,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,01/01/1988,
IO,750156M,,LE ORA MARITIMA,FGAU,228101000,FISHING,14.25,38.82,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,05/07/1989,
BR,618712N,,L'ENFANT TERRIBLE,FHNK,227117800,FISHING,11.97,19.78,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X),,ACTIVE,20/07/1987,
LO,686661W,,IZEL VOR,FI7764,227315910,FISHING,12,9.95,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,16/12/1988,
CC,699690H,,SOON IV,FU7165,227721660,PLEASURE CRAFT,10,12,UMS,VHF ASN,,ACTIVE,03/06/1987,
MX,276639V,,ROUANEZ AR MOR,FS5263,227635980,FISHING,8.35,4.29,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,01/01/1982,
BR,571217N,,STELLA,FVXC,227303430,FISHING,9.56,8.35,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,01/01/1982,
BR,643319K,,LABOUS MOR,FH6631,227608410,FISHING,9.5,9.38,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,24/07/1985,
GV,642407U,,GWEL A VO,FHIJ,228131000,FISHING,20.4,118.32,UMS,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,24/11/1986,
YE,425127V,,AMAZONE,FIOK,228169000,FISHING,20.41,49.9,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,26/02/1985,
GV,317522H,,ETENDARD,FI7744,228218700,FISHING,15.46,28.54,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - SATELLITE MINI C - RADAR 9 PAN (BANDE X),,INACTIVE,18/08/1988,10/01/2017
BR,340728G,,NANNIG,FT6318,227686570,FISHING,8.7,6.92,TX,VHF ASN - AIS - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,10/04/1987,
SB,711742H,,LE VAUBAN,FG6943,227315580,FISHING,11.98,9.85,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,11/08/1989,
GV,678718M,,LAURABRENN,FU4171,228941000,FISHING,12.5,21.08,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,15/06/1992,
LH,427762J,,ULYSSE,FP3778,227541490,PLEASURE CRAFT,12.35,,UMS,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,01/09/1978,
BR,307351C,,DISHUAL,FP6920,227636480,FISHING,9,5,TX,VHF - AIS - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,01/08/1980,
GV,635316L,,OURANOS,FITT,227118500,FISHING,16.75,29.96,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,21/05/1984,
IO,660600U,,LA PASTENAGUE,FLIC,227928000,FISHING,13.25,24.38,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - DIVERS,,ACTIVE,14/10/1985,
BR,561542X,,ARTEMIS III,FS5834,227635650,FISHING,10.63,9.93,TX,VHF - VHF ASN - AIS - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,06/01/1987,
BR,546800Y,,ATHENA,FS3429,227588970,FISHING,10,9,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - DIVERS,,ACTIVE,20/07/1981,
AC,453235X,,STENIA,FPUJ,228390000,FISHING,16.8,29.71,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,26/10/1981,
MX,752152G,,STERNE III,FVQB,227561000,FISHING,17.46,58.48,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,28/02/1989,
LO,614948X,,MALUKA,FIJV,227116100,FISHING,16,29,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,INACTIVE,11/12/1985,09/09/2015
BX,533053F,,ATLANTIC SURVEYOR,FPRI,227033000,BULK,19.4,69.11,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,01/06/1981,
GV,686070D,,P'TIT FAILLI,FU2340,227320160,FISHING,9,9,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,30/06/1986,
GV,642413A,,DAVID PIERRE,FHIW,228922000,FISHING,14.5,35,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,INACTIVE,28/08/1986,05/11/2010
SM,434588D,,ARA,FP4009,227344810,PLEASURE CRAFT,10.1,11.03,UMS,VHF ASN - AIS - BALISE COSPAS S.  EPIRB,,ACTIVE,01/01/1982,
GV,584842Y,,KAN AN AEL,FHIZ,228109000,FISHING,16.4,43,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,25/09/1986,
LO,422395A,,COTE D'AMBRE,FPEY,227128800,FISHING,15,29,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,08/08/1978,
MX,642424M,,MARVIN,FHKP,228247000,FISHING,16.5,48.3,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,02/06/1987,
MX,231663H,,INTROUN VARIA AN ESPERANS,FVHJ,228880000,FISHING,19.8,77,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,01/01/1982,
AD,584830K,,L ARCHE D ALLIANCE,FHGO,227311000,FISHING,20,39,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X),,ACTIVE,16/03/1987,
IO,661478Y,,LA LAMBADA,FHMH,227118900,FISHING,15.8,46.74,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - DIVERS,,ACTIVE,29/05/1987,
CC,661051J,,BARR AVEL,FHAO,228293000,FISHING,16.4,41.53,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - SATELLITE MINI C - RADAR 9 PAN (BANDE X),,ACTIVE,21/07/1985,
BR,267912J,,KEBELLE II,FP6004,227666970,FISHING,9.14,8.17,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,28/11/1985,
SN,555502G,,TANGAROA,FVDS,227410000,FISHING,20.5,78.57,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,08/12/1984,
GV,601014B,,LIBERTAD,FIMG,227138600,FISHING,14,27.4,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,INACTIVE,24/07/1984,02/05/2016
NO,618962K,,L'ENTETE,FHAC,228300000,FISHING,13.5,22.29,TX,VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,30/07/1984,
LS,612252S,,JEREMI SIMON,FHAF,227415000,FISHING,20.6,49.76,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,30/10/1984,
GV,732307L,,SERGAGIL,FVQC,227905000,FISHING,17.8,56.89,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,01/02/1989,
BR,623021X,,MELANIE-VINCENT,FH3909,227631450,FISHING,9.2,6.93,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,09/05/1985,
GV,176164H,,ROXY,FT9343,227318170,FISHING,14.75,29.87,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,03/01/1985,
GV,555235S,,MEN BRIAL,FVDB,228251000,FISHING,16.5,27.86,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,01/01/1985,
LR,612440W,,LE CHALLENGER,FIOS,228120000,FISHING,17.5,49.94,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,14/02/1985,
GV,730409Y,,LE FRUGY,FVQF,228218000,FISHING,15.3,45.39,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,03/02/1989,
LS,738040T,,OCEANOS,FHUS,227878000,FISHING,19.12,47.62,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,11/03/1988,
LS,547839C,,CESYM,FS5084,227175090,PLEASURE CRAFT,11.75,,UMS,VHF - RADAR 9 PAN (BANDE X),,ACTIVE,01/01/1986,
YE,425281M,,MARIAL,FHVA,227563000,FISHING,20.4,73.69,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,10/02/1988,
BR,228088X,,FANNY,FS2820,227631850,FISHING,8.77,7.79,TX,VHF ASN - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,13/12/1985,
BA,554922B,,SILURE,FULX,228221000,FISHING,26.05,171,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,01/03/1986,
MA,664125A,,AVEL MAT III,FH9627,227245210,PLEASURE CRAFT,11.86,,UMS,VHF ASN - AIS - BALISE COSPAS S.  EPIRB - RADAR 3 PAN (BANDE S),,INACTIVE,20/05/1986,03/01/2017
CC,277210R,,POPOFF,FH8527,227610520,COMMERCIAL USE SHIP.,13.47,21.25,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - RADAR 9 PAN (BANDE X),,ACTIVE,08/05/1986,
BA,683777L,,RONSARD,FVHI,227917000,FISHING,32,273,UMS,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,07/04/1989,
BR,637521H,,ENEZ HIR,FH8147,227639660,FISHING,9,9.91,TX,VHF ASN - RADAR 9 PAN (BANDE X),,ACTIVE,06/05/1986,
GV,642099J,,CYRIAQUE,FHDS,228235000,FISHING,20.6,49.9,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,03/03/1986,
SM,640670F,8407175,GRANDE HERMINE,FNGD,227895000,FISHING,61.47,987.19,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,20/09/1988,
SM,199078P,7362500,JOSEPH ROTY 2,FNMY,227583000,FISHING,90.56,3188,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - SATELLITE FLEET - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD) - DIVERS,,ACTIVE,01/01/1987,
GV,642404R,,PORZ STREILHEN,FHIY,228947000,FISHING,15.3,46.2,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,02/10/1986,
LO,614944T,,OURAL,FHGG,228802000,FISHING,14.8,33,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - RECEPTEUR NAVTEX,,ACTIVE,03/11/1986,
BR,690678M,,VIOBEN,FU4793,227686480,FISHING,11.9,21.34,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,INACTIVE,06/10/1987,13/03/2014
LS,715031H,,EDEN ROC II,FHMY,228888000,FISHING,20.7,72.91,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,08/10/1987,
LO,685783S,,SANTIMAX,FJWM,228122900,FISHING,15,38,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X),,ACTIVE,08/10/1987,
LS,715367Y,,BIEN FAIRE 2,FHMX,227922000,FISHING,15,40.03,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,20/10/1987,
MX,690937U,,AZKARRA,FVNR,228114000,FISHING,19.4,72.37,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,06/04/1989,
BR,732773T,,LEZ BREIZH II,FG4472,227578460,FISHING,10.7,12.7,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,24/08/1989,
BA,655759G,,GURE-AMETZA,FIPZ,227532000,FISHING,21.5,219,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,25/11/1987,
IO,685083F,,LE BATTANT,FHNW,227416000,FISHING,20.79,72.91,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,02/12/1987,
GV,642581H,,HARMONIE,FHQC,228252000,FISHING,16,35,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,06/07/1987,
GV,642585M,,DAMOCLES,FHVK,227843000,FISHING,22,94,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,02/11/1987,
MX,734503Y,,CORAIL,FI2066,227310150,FISHING,17.08,35.62,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,11/12/1987,
CC,683447C,,TARZ AN DEIZ,FHQV,228193000,FISHING,15,35,TX,VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,23/12/1987,
PL,117753T,,NOS DROLES,FGTH,227113100,FISHING,9,6,UMS,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X),,ACTIVE,09/05/1989,
SM,490196X,,ERMINIG,FU7359,227088590,PLEASURE CRAFT,11.33,15.87,UMS,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,07/07/1987,
SN,639671V,,KERS ATAO,FHQJ,227879000,FISHING,20.45,75.66,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - DIVERS,,ACTIVE,14/09/1987,
LR,425280L,,LE LUTIN DES MERS,FHVB,227833000,FISHING,20.4,120.72,UMS,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,INACTIVE,04/01/1988,16/12/2015
SB,735500G,,PORS MOGUER,FHVT,228213000,FISHING,22,110,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,12/01/1988,
YE,707330M,,BAD BOY,FHUW,228298000,FISHING,13,23.96,TX,VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,20/01/1988,
LR,685342M,,MALORICK,FHNI,227308000,FISHING,20.79,72.55,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - DIVERS,,ACTIVE,11/08/1987,
LS,691951W,,LA ROUMASSE,FHUV,227123700,FISHING,17.16,44.29,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,22/01/1988,
SM,690935S,,SEBASTIEN IX,FGSE,228848000,FISHING,13,34.98,TX,VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,20/03/1989,
LO,691333Z,,BILLABONG,FHGI,228380000,FISHING,16.55,48.25,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,31/03/1988,
